2019-09-28 20:05:01.363 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$d2cc5c4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-09-28 21:26:58.320 febs [main] INFO  p6spy - 2019-09-28 21:26:58 | 耗时 14 ms | SQL 语句：
select job_id jobId, bean_name beanName, method_name methodName, params, cron_expression cronExpression, status, remark, create_time createTime from t_job order by job_id;
2019-09-28 21:26:58.566 febs [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'taskExecutor'
2019-09-28 21:26:58.630 febs [main] INFO  c.n.c.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-09-28 21:26:59.630 febs [main] INFO  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2019-09-28 21:26:59.663 febs [main] INFO  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService 'catalogWatchTaskScheduler'
2019-09-28 21:26:59.808 febs [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 4 endpoint(s) beneath base path '/actuator'
2019-09-28 21:26:59.911 febs [main] INFO  o.s.s.quartz.SchedulerFactoryBean - Starting Quartz Scheduler now
2019-09-28 21:26:59.911 febs [main] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED started.
2019-09-28 21:26:59.926 febs [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9527"]
2019-09-28 21:26:59.959 febs [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9527 (http) with context path ''
2019-09-28 21:26:59.968 febs [main] INFO  o.s.c.c.s.ConsulServiceRegistry - Registering service with consul: NewService{id='pret-user-169-254-225-91-9527', name='pret-user', tags=[version=1.0, author=wujinsong, secure=false], address='169.254.225.91', meta=null, port=9527, enableTagOverride=null, check=Check{script='null', interval='10s', ttl='null', http='http://127.0.0.1:9527/actuator/health', method='null', header={}, tcp='null', timeout='null', deregisterCriticalServiceAfter='600s', tlsSkipVerify=null, status='null'}, checks=null}
2019-09-28 21:26:59.973 febs [scheduling-1] INFO  com.pret.user.common.task.CacheTask - delete expired user
2019-09-28 21:26:59.979 febs [main] INFO  com.pret.user.PretUserApplication - Started PretUserApplication in 31.755 seconds (JVM running for 37.238)
2019-09-28 21:26:59.987 febs [main] INFO  c.p.u.common.runner.CacheInitRunner - Redis连接中 ······
2019-09-28 21:27:00.003 febs [main] INFO  c.p.u.common.runner.CacheInitRunner - 缓存初始化 ······
2019-09-28 21:27:00.003 febs [main] INFO  c.p.u.common.runner.CacheInitRunner - 缓存用户数据 ······
2019-09-28 21:27:00.060 febs [main] INFO  p6spy - 2019-09-28 21:27:00 | 耗时 13 ms | SQL 语句：
SELECT USER_ID,username,password,dept_id,email,mobile,status,create_time,modify_time,last_login_time,ssex,description,avatar FROM t_user;
2019-09-28 21:27:00.080 febs [main] INFO  p6spy - 2019-09-28 21:27:00 | 耗时 13 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'admin' group by u.username;
2019-09-28 21:27:00.180 febs [main] INFO  p6spy - 2019-09-28 21:27:00 | 耗时 13 ms | SQL 语句：
select r.* from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'admin';
2019-09-28 21:27:00.232 febs [main] INFO  p6spy - 2019-09-28 21:27:00 | 耗时 14 ms | SQL 语句：
select distinct m.perms from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) left join t_role_menu rm on (rm.role_id = r.role_id) left join t_menu m on (m.menu_id = rm.menu_id) where u.username = 'admin' and m.perms is not null and m.perms <> '';
2019-09-28 21:27:00.301 febs [main] INFO  p6spy - 2019-09-28 21:27:00 | 耗时 13 ms | SQL 语句：
SELECT USER_ID,theme,layout,multi_page,fix_siderbar,fix_header,color FROM t_user_config WHERE USER_ID='13' ;
2019-09-28 21:27:00.345 febs [main] INFO  p6spy - 2019-09-28 21:27:00 | 耗时 13 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'user' group by u.username;
2019-09-28 21:27:00.386 febs [main] INFO  p6spy - 2019-09-28 21:27:00 | 耗时 13 ms | SQL 语句：
select r.* from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'user';
2019-09-28 21:27:00.425 febs [main] INFO  p6spy - 2019-09-28 21:27:00 | 耗时 13 ms | SQL 语句：
select distinct m.perms from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) left join t_role_menu rm on (rm.role_id = r.role_id) left join t_menu m on (m.menu_id = rm.menu_id) where u.username = 'user' and m.perms is not null and m.perms <> '';
2019-09-28 21:27:00.465 febs [main] INFO  p6spy - 2019-09-28 21:27:00 | 耗时 13 ms | SQL 语句：
SELECT USER_ID,theme,layout,multi_page,fix_siderbar,fix_header,color FROM t_user_config WHERE USER_ID='14' ;
2019-09-28 21:27:00.489 febs [main] INFO  c.p.u.common.runner.StartedUpRunner -  __    ___   _      ___   _     ____ _____  ____ 
2019-09-28 21:27:00.489 febs [main] INFO  c.p.u.common.runner.StartedUpRunner - / /`  / / \ | |\/| | |_) | |   | |_   | |  | |_  
2019-09-28 21:27:00.489 febs [main] INFO  c.p.u.common.runner.StartedUpRunner - \_\_, \_\_/ |_|  | |_|   |_|__ |_|__  |_|  |_|__ 
2019-09-28 21:27:00.489 febs [main] INFO  c.p.u.common.runner.StartedUpRunner -                                                       
2019-09-28 21:27:00.489 febs [main] INFO  c.p.u.common.runner.StartedUpRunner - FEBS 启动完毕，时间：2019-09-28T21:27:00.489
2019-09-28 21:27:00.611 febs [RMI TCP Connection(2)-169.254.225.91] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-09-28 21:27:00.611 febs [RMI TCP Connection(2)-169.254.225.91] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-09-28 21:27:00.623 febs [RMI TCP Connection(2)-169.254.225.91] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 12 ms
2019-09-28 21:27:00.667 febs [RMI TCP Connection(1)-169.254.225.91] INFO  p6spy - 2019-09-28 21:27:00 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:27:01.328 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-09-28 21:27:01 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:27:11.404 febs [http-nio-9527-exec-2] INFO  p6spy - 2019-09-28 21:27:11 | 耗时 13 ms | SQL 语句：
select 1;
2019-09-28 21:27:21.453 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-09-28 21:27:21 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:27:24.869 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-09-28 21:27:24 | 耗时 25 ms | SQL 语句：
UPDATE t_user SET last_login_time='2019-09-28T21:27:24.812+0800' WHERE username = 'admin';
2019-09-28 21:27:24.885 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-09-28 21:27:24 | 耗时 13 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'admin' group by u.username;
2019-09-28 21:27:24.990 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-09-28 21:27:24 | 耗时 25 ms | SQL 语句：
INSERT INTO t_login_log ( username, login_time, location, ip ) VALUES ( 'admin', '2019-09-28T21:27:24.957+0800', '内网IP|0|0|内网IP|内网IP', '127.0.0.1' );
2019-09-28 21:27:25.255 febs [http-nio-9527-exec-9] INFO  c.p.u.common.authentication.JWTUtil - token is valid
2019-09-28 21:27:25.294 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-09-28 21:27:25 | 耗时 14 ms | SQL 语句：
select m.* from t_menu m where m.type <> 1 and m.MENU_ID in (select distinct rm.menu_id from t_role_menu rm left join t_role r on (rm.role_id = r.role_id) left join t_user_role ur on (ur.role_id = r.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'admin') order by m.order_num;
2019-09-28 21:27:25.845 febs [http-nio-9527-exec-1] INFO  c.p.u.common.authentication.JWTUtil - token is valid
2019-09-28 21:27:25.873 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-09-28 21:27:25 | 耗时 12 ms | SQL 语句：
select count(1) from t_login_log;
2019-09-28 21:27:25.888 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-09-28 21:27:25 | 耗时 12 ms | SQL 语句：
select count(1) from t_login_log where datediff(login_time,now())=0;
2019-09-28 21:27:25.902 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-09-28 21:27:25 | 耗时 12 ms | SQL 语句：
select count(distinct(ip)) from t_login_log where datediff(login_time,now())=0;
2019-09-28 21:27:25.916 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-09-28 21:27:25 | 耗时 12 ms | SQL 语句：
select date_format(l.login_time, '%m-%d') days, count(1) count from ( select * from t_login_log where date_sub(curdate(), interval 7 day) <= date(login_time) ) as l where 1 = 1 group by days;
2019-09-28 21:27:25.931 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-09-28 21:27:25 | 耗时 12 ms | SQL 语句：
select date_format(l.login_time, '%m-%d') days, count(1) count from ( select * from t_login_log where date_sub(curdate(), interval 7 day) <= date(login_time) ) as l where 1 = 1 and l.username = 'admin' group by days;
2019-09-28 21:27:31.501 febs [http-nio-9527-exec-2] INFO  p6spy - 2019-09-28 21:27:31 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:27:41.549 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-09-28 21:27:41 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:27:51.601 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-09-28 21:27:51 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:28:01.655 febs [http-nio-9527-exec-5] INFO  p6spy - 2019-09-28 21:28:01 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:28:11.705 febs [http-nio-9527-exec-6] INFO  p6spy - 2019-09-28 21:28:11 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:28:21.755 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-09-28 21:28:21 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:28:31.801 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-09-28 21:28:31 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:28:41.851 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-09-28 21:28:41 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:28:51.904 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-09-28 21:28:51 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:29:01.956 febs [http-nio-9527-exec-2] INFO  p6spy - 2019-09-28 21:29:01 | 耗时 13 ms | SQL 语句：
select 1;
2019-09-28 21:29:12.007 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-09-28 21:29:12 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:29:22.056 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-09-28 21:29:22 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:29:32.110 febs [http-nio-9527-exec-5] INFO  p6spy - 2019-09-28 21:29:32 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:29:42.157 febs [http-nio-9527-exec-6] INFO  p6spy - 2019-09-28 21:29:42 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:29:52.203 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-09-28 21:29:52 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:30:02.251 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-09-28 21:30:02 | 耗时 13 ms | SQL 语句：
select 1;
2019-09-28 21:30:12.304 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-09-28 21:30:12 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:30:22.354 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-09-28 21:30:22 | 耗时 13 ms | SQL 语句：
select 1;
2019-09-28 21:30:32.403 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-09-28 21:30:32 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:30:42.449 febs [http-nio-9527-exec-2] INFO  p6spy - 2019-09-28 21:30:42 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:30:52.498 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-09-28 21:30:52 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:31:02.547 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-09-28 21:31:02 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:31:12.598 febs [http-nio-9527-exec-5] INFO  p6spy - 2019-09-28 21:31:12 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:31:22.649 febs [http-nio-9527-exec-6] INFO  p6spy - 2019-09-28 21:31:22 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:31:32.700 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-09-28 21:31:32 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:31:42.748 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-09-28 21:31:42 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:31:52.799 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-09-28 21:31:52 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:31:59.863 febs [http-nio-9527-exec-3] INFO  c.p.u.common.authentication.JWTUtil - token is valid
2019-09-28 21:31:59.866 febs [http-nio-9527-exec-2] INFO  c.p.u.common.authentication.JWTUtil - token is valid
2019-09-28 21:31:59.906 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-09-28 21:31:59 | 耗时 13 ms | SQL 语句：
SELECT DEPT_ID,parent_id,dept_name,order_num,create_time,modify_time FROM t_dept ORDER BY order_num ASC;
2019-09-28 21:31:59.965 febs [http-nio-9527-exec-2] INFO  p6spy - 2019-09-28 21:31:59 | 耗时 13 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u.STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-09-28 21:31:59.986 febs [http-nio-9527-exec-2] INFO  p6spy - 2019-09-28 21:31:59 | 耗时 16 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 group by u.username ORDER BY userId ASC LIMIT 0,10;
2019-09-28 21:32:02.849 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-09-28 21:32:02 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:32:03.371 febs [http-nio-9527-exec-5] INFO  c.p.u.common.authentication.JWTUtil - token is valid
2019-09-28 21:32:03.399 febs [http-nio-9527-exec-5] INFO  p6spy - 2019-09-28 21:32:03 | 耗时 12 ms | SQL 语句：
SELECT DEPT_ID,parent_id,dept_name,order_num,create_time,modify_time FROM t_dept ORDER BY order_num ASC;
2019-09-28 21:32:03.426 febs [http-nio-9527-exec-7] INFO  c.p.u.common.authentication.JWTUtil - token is valid
2019-09-28 21:32:03.478 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-09-28 21:32:03 | 耗时 12 ms | SQL 语句：
SELECT COUNT(1) FROM t_role;
2019-09-28 21:32:03.493 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-09-28 21:32:03 | 耗时 13 ms | SQL 语句：
SELECT ROLE_ID,role_name,remark,create_time,modify_time FROM t_role LIMIT 0,10;
2019-09-28 21:32:09.017 febs [http-nio-9527-exec-9] INFO  c.p.u.common.authentication.JWTUtil - token is valid
2019-09-28 21:32:09.140 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-09-28 21:32:09 | 耗时 25 ms | SQL 语句：
UPDATE t_user SET username='user', dept_id=1, email='1037216275@qq.com', mobile='15056964859', status='1', modify_time='2019-09-28T21:32:09.109+0800', ssex='0' WHERE USER_ID=14;
2019-09-28 21:32:09.169 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-09-28 21:32:09 | 耗时 25 ms | SQL 语句：
DELETE FROM t_user_role WHERE user_id = 14;
2019-09-28 21:32:09.197 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-09-28 21:32:09 | 耗时 24 ms | SQL 语句：
INSERT INTO t_user_role ( user_id, role_id ) VALUES ( 14, 72 );
2019-09-28 21:32:09.212 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-09-28 21:32:09 | 耗时 13 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'user' group by u.username;
2019-09-28 21:32:09.257 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-09-28 21:32:09 | 耗时 12 ms | SQL 语句：
select r.* from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'user';
2019-09-28 21:32:09.300 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-09-28 21:32:09 | 耗时 12 ms | SQL 语句：
select distinct m.perms from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) left join t_role_menu rm on (rm.role_id = r.role_id) left join t_menu m on (m.menu_id = rm.menu_id) where u.username = 'user' and m.perms is not null and m.perms <> '';
2019-09-28 21:32:09.410 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-09-28 21:32:09 | 耗时 25 ms | SQL 语句：
INSERT INTO t_log ( username, operation, time, method, params, ip, create_time, location ) VALUES ( 'admin', '修改用户', 274, 'com.pret.user.system.controller.UserController.updateUser()', ' user: "User(userId=14, username=user, password=null, deptId=1, deptName=null, email=1037216275@qq.com, mobile=15056964859, status=1, createTime=null, modifyTime=Sat Sep 28 21:32:09 CST 2019, lastLoginTime=null, ssex=0, description=null, avatar=null, roleId=72, roleName=null, sortField=null, sortOrder=null, createTimeFrom=null, createTimeTo=null, id=null)"', '127.0.0.1', '2019-09-28T21:32:09.380+0800', '内网IP|0|0|内网IP|内网IP' );
2019-09-28 21:32:09.580 febs [http-nio-9527-exec-1] INFO  c.p.u.common.authentication.JWTUtil - token is valid
2019-09-28 21:32:09.633 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-09-28 21:32:09 | 耗时 13 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u.STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-09-28 21:32:09.647 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-09-28 21:32:09 | 耗时 13 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 group by u.username ORDER BY userId ASC LIMIT 0,10;
2019-09-28 21:32:12.900 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-09-28 21:32:12 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:32:19.642 febs [http-nio-9527-exec-4] INFO  c.p.u.common.authentication.JWTUtil - token is valid
2019-09-28 21:32:19.708 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-09-28 21:32:19 | 耗时 13 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u.STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-09-28 21:32:19.723 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-09-28 21:32:19 | 耗时 13 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 group by u.username ORDER BY userId ASC LIMIT 0,10;
2019-09-28 21:32:22.949 febs [http-nio-9527-exec-6] INFO  p6spy - 2019-09-28 21:32:22 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:32:33.000 febs [http-nio-9527-exec-5] INFO  p6spy - 2019-09-28 21:32:33 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:32:43.047 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-09-28 21:32:43 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:32:53.096 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-09-28 21:32:53 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:33:03.140 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-09-28 21:33:03 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:33:13.190 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-09-28 21:33:13 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:33:23.239 febs [http-nio-9527-exec-2] INFO  p6spy - 2019-09-28 21:33:23 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:33:33.283 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-09-28 21:33:33 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:33:43.330 febs [http-nio-9527-exec-6] INFO  p6spy - 2019-09-28 21:33:43 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:33:53.381 febs [http-nio-9527-exec-5] INFO  p6spy - 2019-09-28 21:33:53 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:34:03.434 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-09-28 21:34:03 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:34:13.483 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-09-28 21:34:13 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:34:23.535 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-09-28 21:34:23 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:34:33.583 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-09-28 21:34:33 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:34:43.633 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-09-28 21:34:43 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:34:53.675 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-09-28 21:34:53 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:35:03.716 febs [http-nio-9527-exec-2] INFO  p6spy - 2019-09-28 21:35:03 | 耗时 12 ms | SQL 语句：
select 1;
2019-09-28 21:35:10.850 febs [http-nio-9527-exec-5] INFO  c.p.u.common.authentication.JWTUtil - token is valid
2019-09-28 21:35:10.874 febs [http-nio-9527-exec-7] INFO  c.p.u.common.authentication.JWTUtil - token is valid
2019-09-28 21:35:10.900 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-09-28 21:35:10 | 耗时 12 ms | SQL 语句：
